datetime, Accelerometer1RMS, Accelerometer2RMS, Current, Pressure, Temperature, Thermocouple, Voltage, Volume Flow RateRMS
2020-02-08 13:32:08, 0.204262, 0.277455, 2.73695, 0.054711, 90.065, 26.8085, 230.62099999999998, 122.338
2020-02-08 13:32:09, 0.20413599999999998, 0.27641, 2.64197, 0.054711, 90.1214, 26.8039, 231.072, 122.664
2020-02-08 13:32:10, 0.20356, 0.277627, 2.4540599999999997, -0.27321599999999996, 90.3278, 26.8041, 228.854, 122.338
2020-02-08 13:32:11, 0.20490500000000003, 0.276545, 2.87075, 0.054711, 89.7754, 26.8038, 243.416, 122.0
2020-02-08 13:32:12, 0.202388, 0.276, 2.9842, -0.27321599999999996, 90.296, 26.8069, 248.74099999999999, 122.0
2020-02-08 13:32:13, 0.20236400000000002, 0.276562, 1.04274, 0.054711, 90.2016, 26.8103, 214.957, 122.0
2020-02-08 13:32:14, 0.204524, 0.277123, 2.32455, 0.38263800000000003, 90.3584, 26.81, 249.142, 122.0
2020-02-08 13:32:15, 0.203068, 0.276683, 2.5585299999999997, 0.38263800000000003, 90.3137, 26.8082, 229.502, 122.0
2020-02-08 13:32:16, 0.20449900000000001, 0.277917, 2.71446, 0.38263800000000003, 90.4984, 26.8082, 231.71400000000003, 122.664
2020-02-08 13:32:17, 0.203337, 0.275217, 2.61029, 0.054711, 90.4481, 26.8091, 225.38400000000001, 122.338
2020-02-08 13:32:18, 0.20520500000000003, 0.279055, 2.79934, 0.38263800000000003, 90.4338, 26.7986, 229.033, 122.664
2020-02-08 13:32:19, 0.204012, 0.275675, 2.76978, -0.601143, 90.289, 26.8125, 233.292, 122.338
2020-02-08 13:32:20, 0.20533099999999999, 0.279089, 2.05837, 0.054711, 90.2649, 26.8129, 210.06, 122.0
2020-02-08 13:32:21, 0.20386300000000002, 0.276681, 1.08362, 0.054711, 90.3344, 26.8142, 206.00099999999998, 122.0
2020-02-08 13:32:22, 0.20558200000000001, 0.279575, 2.40515, -0.27321599999999996, 90.2484, 26.8117, 235.34900000000002, 122.0
2020-02-08 13:32:23, 0.203586, 0.277762, 2.66971, 0.054711, 90.3044, 26.8051, 222.58900000000003, 122.0
2020-02-08 13:32:24, 0.2051, 0.278415, 2.03534, -0.27321599999999996, 90.4992, 26.8152, 219.222, 122.664
2020-02-08 13:32:25, 0.203779, 0.278328, 2.72189, -0.27321599999999996, 90.5618, 26.8152, 230.775, 122.338
2020-02-08 13:32:27, 0.20466199999999998, 0.27718899999999996, 2.17013, 0.38263800000000003, 90.3811, 26.8069, 233.078, 122.664
2020-02-08 13:32:28, 0.204263, 0.278403, 2.3254900000000003, 0.054711, 90.2858, 26.8156, 234.438, 122.338
2020-02-08 13:32:29, 0.20339000000000002, 0.27810799999999997, 2.38788, 0.054711, 90.66799999999999, 26.814, 222.054, 122.664
2020-02-08 13:32:30, 0.20524499999999998, 0.277846, 2.3662799999999997, 0.38263800000000003, 90.5561, 26.8028, 225.601, 122.338
2020-02-08 13:32:31, 0.20555, 0.27819499999999997, 1.29437, 0.054711, 90.5115, 26.8167, 214.051, 123.0
2020-02-08 13:32:32, 0.202549, 0.27729899999999996, 2.77203, 0.054711, 90.681, 26.8148, 229.392, 123.0
2020-02-08 13:32:33, 0.204775, 0.277878, 2.7275, 0.38263800000000003, 90.4469, 26.8188, 229.11700000000002, 123.0
2020-02-08 13:32:34, 0.203632, 0.27570500000000003, 2.18494, 0.054711, 90.6059, 26.8086, 203.50599999999997, 123.0
2020-02-08 13:32:35, 0.20526799999999998, 0.279317, 2.6858, 0.38263800000000003, 90.5195, 26.8256, 236.601, 123.0
2020-02-08 13:32:36, 0.204591, 0.275122, 2.52917, 0.38263800000000003, 90.5916, 26.8256, 234.188, 122.338
2020-02-08 13:32:37, 0.204725, 0.27870700000000004, 2.3709700000000002, 0.054711, 90.447, 26.814, 226.53900000000002, 122.0
2020-02-08 13:32:38, 0.203228, 0.276615, 2.14538, 0.054711, 90.4914, 26.8091, 240.822, 122.0
2020-02-08 13:32:39, 0.204704, 0.277305, 2.74666, -0.27321599999999996, 90.3021, 26.8136, 233.775, 122.664
2020-02-08 13:32:40, 0.20304, 0.277885, 2.64531, 0.054711, 90.4547, 26.8129, 230.213, 121.677
2020-02-08 13:32:42, 0.205208, 0.278326, 2.6575, 0.054711, 90.6837, 26.8237, 229.546, 122.33
2020-02-08 13:32:43, 0.203183, 0.277534, 2.70108, -0.27321599999999996, 90.0424, 26.8246, 233.04, 122.338
2020-02-08 13:32:44, 0.20443699999999998, 0.277995, 2.29387, 0.054711, 89.9655, 26.8228, 228.859, 122.0
2020-02-08 13:32:45, 0.203243, 0.277129, 2.43776, 0.054711, 90.4068, 26.8239, 220.388, 122.664
2020-02-08 13:32:46, 0.204131, 0.277459, 2.24534, -0.601143, 90.39299999999999, 26.8186, 241.81799999999998, 122.664
2020-02-08 13:32:47, 0.202955, 0.277981, 2.6749400000000003, 0.054711, 89.9171, 26.8168, 232.726, 123.0
2020-02-08 13:32:48, 0.204423, 0.277516, 2.07212, 0.054711, 90.0046, 26.8168, 228.899, 122.338
2020-02-08 13:32:49, 0.201775, 0.277708, 2.56511, 0.054711, 90.2871, 26.8168, 241.517, 122.664
2020-02-08 13:32:50, 0.205429, 0.278047, 1.6606599999999998, 0.054711, 89.9526, 26.8205, 223.521, 122.338
2020-02-08 13:32:51, 0.20205499999999998, 0.277117, 2.19042, -0.27321599999999996, 89.9453, 26.8205, 216.785, 122.0
2020-02-08 13:32:52, 0.205123, 0.27820300000000003, 2.06163, 0.054711, 90.0047, 26.8317, 234.15200000000002, 122.664
2020-02-08 13:32:53, 0.202957, 0.276593, 2.54181, 0.054711, 90.2512, 26.8303, 238.145, 122.338
2020-02-08 13:32:54, 0.204743, 0.27913699999999997, 2.23195, 0.054711, 90.6456, 26.8248, 222.02, 122.0
2020-02-08 13:32:56, 0.204097, 0.275163, 2.09517, 0.054711, 90.0079, 26.8248, 238.812, 122.0
2020-02-08 13:32:57, 0.205027, 0.27937199999999995, 1.7499799999999999, 0.38263800000000003, 89.8855, 26.8332, 215.278, 122.0
2020-02-08 13:32:58, 0.203742, 0.276845, 2.47135, 0.38263800000000003, 90.0653, 26.8332, 237.74200000000002, 122.0
2020-02-08 13:32:59, 0.20526799999999998, 0.278959, 2.79573, -0.27321599999999996, 90.1232, 26.8312, 237.045, 122.0
2020-02-08 13:33:00, 0.204262, 0.277242, 1.805, 0.054711, 90.0491, 26.8306, 222.50900000000001, 122.0
2020-02-08 13:33:01, 0.20411400000000002, 0.279267, 1.91457, 0.054711, 90.0888, 26.8225, 233.222, 122.0
2020-02-08 13:33:02, 0.203422, 0.277305, 2.61899, 0.054711, 90.3423, 26.8276, 229.142, 122.0
2020-02-08 13:33:03, 0.205463, 0.278804, 2.6183099999999997, 0.054711, 90.1744, 26.824, 230.69400000000002, 122.0
2020-02-08 13:33:04, 0.201627, 0.277392, 2.68799, 0.054711, 89.9423, 26.8314, 229.145, 122.0
2020-02-08 13:33:05, 0.20609299999999997, 0.27833800000000003, 2.81402, 0.054711, 89.9479, 26.8376, 237.185, 122.664
2020-02-08 13:33:06, 0.20122, 0.27703, 2.6949799999999997, 0.054711, 90.00399999999999, 26.8274, 228.33, 122.338
2020-02-08 13:33:07, 0.205235, 0.27866599999999997, 2.45282, 0.054711, 90.0557, 26.8274, 230.365, 122.0
2020-02-08 13:33:08, 0.20210899999999998, 0.275833, 2.64804, 0.054711, 89.944, 26.8337, 203.59599999999998, 122.664
2020-02-08 13:33:10, 0.203765, 0.277589, 2.7151, -0.27321599999999996, 90.1105, 26.8347, 241.519, 122.338
2020-02-08 13:33:11, 0.20295, 0.275331, 2.59344, 0.054711, 90.1277, 26.8253, 224.463, 122.0
2020-02-08 13:33:12, 0.202817, 0.278494, 2.5238099999999997, 0.054711, 90.2516, 26.8399, 223.794, 122.0
2020-02-08 13:33:13, 0.20258900000000002, 0.274347, 2.68423, 0.054711, 90.682, 26.8302, 215.521, 122.0
2020-02-08 13:33:14, 0.203102, 0.273957, 2.6482, 0.054711, 90.07, 26.8392, 235.032, 122.0
2020-02-08 13:33:15, 0.203247, 0.279794, 2.9835, 0.054711, 90.0795, 26.8382, 246.609, 122.0
2020-02-08 13:33:16, 0.203166, 0.274609, 3.0230200000000003, 0.38263800000000003, 90.0862, 26.8271, 234.613, 122.0
2020-02-08 13:33:17, 0.203033, 0.279622, 3.0103, 0.38263800000000003, 90.1958, 26.8271, 222.405, 121.338
2020-02-08 13:33:18, 0.202593, 0.27365700000000004, 1.79185, -0.27321599999999996, 90.6321, 26.8332, 220.1, 121.664
2020-02-08 13:33:19, 0.203213, 0.27922800000000003, 2.77548, 0.38263800000000003, 90.2813, 26.8235, 246.332, 121.338
2020-02-08 13:33:20, 0.202672, 0.275748, 2.39463, 0.054711, 90.7263, 26.8409, 229.317, 121.664
2020-02-08 13:33:21, 0.20372300000000002, 0.277862, 2.26917, 0.054711, 90.1412, 26.8393, 224.56400000000002, 121.338
2020-02-08 13:33:22, 0.202784, 0.276442, 2.21968, 0.38263800000000003, 90.2507, 26.8351, 207.114, 122.33
2020-02-08 13:33:23, 0.20360799999999998, 0.27742100000000003, 2.55152, 0.054711, 90.695, 26.8366, 239.75400000000002, 122.338
2020-02-08 13:33:24, 0.20292000000000002, 0.277902, 2.6567, 0.38263800000000003, 90.1869, 26.8313, 230.032, 121.338
2020-02-08 13:33:25, 0.202753, 0.277438, 2.37515, 0.38263800000000003, 90.7824, 26.8313, 225.389, 121.664
2020-02-08 13:33:27, 0.20310799999999998, 0.27712600000000004, 2.71925, 0.054711, 90.2735, 26.8471, 228.738, 122.0
2020-02-08 13:33:28, 0.202156, 0.277034, 2.12728, 0.054711, 90.2536, 26.845, 247.332, 122.0
2020-02-08 13:33:29, 0.20289000000000001, 0.27624099999999996, 3.11332, 0.054711, 90.5773, 26.8374, 246.602, 122.0
2020-02-08 13:33:30, 0.201966, 0.277646, 2.73317, -0.27321599999999996, 90.4893, 26.8346, 233.273, 122.0
2020-02-08 13:33:31, 0.201456, 0.276559, 1.19764, 0.054711, 90.7512, 26.8405, 217.493, 122.0
2020-02-08 13:33:32, 0.201153, 0.275333, 2.71707, 0.38263800000000003, 90.6583, 26.8372, 229.601, 122.0
2020-02-08 13:33:33, 0.200731, 0.276152, 1.46545, 0.38263800000000003, 90.7569, 26.8393, 249.688, 121.338
2020-02-08 13:33:34, 0.199016, 0.27409, 3.18853, 0.38263800000000003, 90.8278, 26.8393, 235.797, 120.338
2020-02-08 13:33:35, 0.199765, 0.27765500000000004, 2.7259599999999997, 0.38263800000000003, 90.7606, 26.8358, 230.0, 121.33
2020-02-08 13:33:36, 0.199934, 0.27371, 2.60297, 0.38263800000000003, 90.7794, 26.8316, 237.174, 122.0
2020-02-08 13:33:37, 0.200594, 0.279069, 2.8808700000000003, 0.054711, 90.6066, 26.8465, 238.03599999999997, 121.338
2020-02-08 13:33:38, 0.200649, 0.274416, 2.78471, 0.38263800000000003, 90.6217, 26.8415, 221.59799999999998, 121.664
2020-02-08 13:33:39, 0.201409, 0.276623, 2.60672, 0.054711, 90.7206, 26.8439, 224.104, 121.338
2020-02-08 13:33:40, 0.199666, 0.275933, 2.70808, 0.38263800000000003, 90.8677, 26.8468, 251.265, 121.664
2020-02-08 13:33:42, 0.202483, 0.274525, 2.16948, 0.054711, 90.9434, 26.840999999999998, 215.908, 121.338
2020-02-08 13:33:43, 0.199471, 0.276588, 2.16113, 0.054711, 90.7192, 26.840999999999998, 210.433, 121.0
2020-02-08 13:33:44, 0.202194, 0.274802, 2.59852, 0.054711, 91.0112, 26.8379, 239.752, 121.0
2020-02-08 13:33:45, 0.199977, 0.275592, 2.80612, 0.38263800000000003, 90.8657, 26.8471, 238.158, 121.664
2020-02-08 13:33:46, 0.20177, 0.276789, 2.94644, 0.38263800000000003, 90.8085, 26.8435, 239.835, 121.664
2020-02-08 13:33:47, 0.201679, 0.275865, 1.9763400000000002, 0.38263800000000003, 90.9374, 26.8562, 229.229, 121.338
2020-02-08 13:33:48, 0.201017, 0.275965, 2.1519999999999997, -0.601143, 91.0373, 26.8448, 242.385, 121.664
2020-02-08 13:33:49, 0.20175099999999999, 0.277071, 2.5933, 0.054711, 90.927, 26.8494, 229.081, 121.338
2020-02-08 13:33:50, 0.20133800000000002, 0.27560500000000004, 1.76899, 0.38263800000000003, 90.8538, 26.8474, 225.003, 121.0
2020-02-08 13:33:51, 0.20127899999999999, 0.277491, 2.30698, 0.38263800000000003, 90.9358, 26.8474, 225.03799999999998, 121.664
2020-02-08 13:33:52, 0.201235, 0.274312, 2.09999, 0.38263800000000003, 90.9208, 26.851999999999997, 238.088, 122.0
2020-02-08 13:33:53, 0.200758, 0.27755599999999997, 1.8857099999999998, 0.054711, 91.0189, 26.8464, 233.59, 122.0
2020-02-08 13:33:54, 0.20133199999999998, 0.274565, 3.12715, 0.054711, 90.9025, 26.8499, 250.30900000000003, 122.0
2020-02-08 13:33:55, 0.20114100000000001, 0.277925, 2.58747, -0.27321599999999996, 91.0833, 26.8607, 221.257, 122.0
2020-02-08 13:33:56, 0.200541, 0.274343, 2.57977, 0.054711, 91.1054, 26.8473, 219.679, 121.338
2020-02-08 13:33:57, 0.201395, 0.27620900000000004, 2.6354900000000003, 0.054711, 91.0095, 26.8461, 211.74099999999999, 121.0
2020-02-08 13:33:59, 0.20115999999999998, 0.276266, 2.01583, 0.054711, 91.1323, 26.8517, 207.109, 121.664
2020-02-08 13:34:00, 0.201731, 0.27605599999999997, 2.57166, 0.054711, 90.884, 26.8517, 227.24400000000003, 120.677
2020-02-08 13:34:01, 0.201247, 0.27564, 2.77455, 0.38263800000000003, 90.9253, 26.8498, 224.486, 121.33
2020-02-08 13:34:02, 0.201795, 0.276514, 3.1126400000000003, 0.710565, 91.2672, 26.8463, 235.09400000000002, 121.338
2020-02-08 13:34:03, 0.202016, 0.277079, 2.29682, 0.054711, 91.3599, 26.8531, 229.305, 121.0
2020-02-08 13:34:04, 0.20096, 0.275494, 2.71997, 0.38263800000000003, 91.1287, 26.8518, 225.04, 121.664
2020-02-08 13:34:05, 0.202653, 0.276961, 1.53245, 0.054711, 90.5357, 26.8518, 215.503, 121.338
2020-02-08 13:34:06, 0.201208, 0.275848, 2.87437, 0.38263800000000003, 90.3565, 26.8501, 226.643, 121.0
2020-02-08 13:34:07, 0.202682, 0.276791, 2.39633, -0.27321599999999996, 91.2119, 26.8619, 225.264, 121.664
2020-02-08 13:34:08, 0.20106500000000002, 0.275092, 2.6928400000000003, -0.27321599999999996, 90.6439, 26.8619, 231.68599999999998, 121.338
2020-02-08 13:34:09, 0.202413, 0.276785, 1.29619, 0.710565, 91.3118, 26.8531, 208.895, 121.664
2020-02-08 13:34:10, 0.200955, 0.275145, 2.8041400000000003, 0.710565, 90.8604, 26.8566, 235.549, 121.338
2020-02-08 13:34:11, 0.20256500000000002, 0.276373, 2.48299, 0.710565, 91.3137, 26.8519, 221.394, 121.0
2020-02-08 13:34:12, 0.201133, 0.275913, 3.13148, 0.38263800000000003, 91.3647, 26.8552, 240.555, 121.664
2020-02-08 13:34:13, 0.202975, 0.275731, 2.7122599999999997, 0.38263800000000003, 91.0013, 26.8576, 228.926, 122.0
2020-02-08 13:34:14, 0.201453, 0.27612600000000004, 2.9231, 0.38263800000000003, 90.9619, 26.8548, 233.72799999999998, 122.0
2020-02-08 13:34:15, 0.203166, 0.27660799999999997, 2.22681, 0.054711, 91.374, 26.8571, 226.15, 122.0
2020-02-08 13:34:17, 0.20127, 0.276737, 2.65268, 0.054711, 90.9544, 26.853, 224.62400000000002, 121.338
2020-02-08 13:34:18, 0.203545, 0.277095, 2.71539, 0.054711, 90.8122, 26.853, 229.382, 121.664
2020-02-08 13:34:19, 0.201336, 0.276208, 2.81852, 0.38263800000000003, 90.7834, 26.857, 226.929, 121.338
2020-02-08 13:34:20, 0.203399, 0.277351, 2.92686, 0.054711, 91.1972, 26.8545, 241.73, 121.664
2020-02-08 13:34:21, 0.201407, 0.276177, 2.44353, 0.054711, 91.4053, 26.8545, 221.683, 121.338
2020-02-08 13:34:22, 0.201401, 0.276002, 2.5111, 0.054711, 90.8012, 26.855999999999998, 215.56599999999997, 121.338
2020-02-08 13:34:23, 0.20292000000000002, 0.277123, 2.24999, 0.054711, 90.637, 26.8643, 228.04, 121.664
2020-02-08 13:34:24, 0.202003, 0.276353, 2.5697900000000002, 0.710565, 90.7902, 26.8542, 238.929, 121.338
2020-02-08 13:34:25, 0.203256, 0.27826300000000004, 2.18847, 0.38263800000000003, 90.6554, 26.8649, 240.125, 121.664
2020-02-08 13:34:26, 0.202048, 0.27523000000000003, 2.0739400000000003, 0.38263800000000003, 90.8113, 26.8649, 233.382, 122.0
2020-02-08 13:34:27, 0.203126, 0.278868, 2.4812, 0.054711, 90.7862, 26.8603, 225.44400000000002, 122.0
2020-02-08 13:34:28, 0.201929, 0.27420700000000003, 2.3557099999999997, 0.38263800000000003, 90.9043, 26.8674, 243.12400000000002, 122.0
2020-02-08 13:34:29, 0.203254, 0.279055, 2.15519, 0.054711, 90.6914, 26.8654, 235.833, 122.0
2020-02-08 13:34:30, 0.20239400000000002, 0.275154, 2.16975, 0.38263800000000003, 90.6454, 26.8508, 238.852, 122.664
2020-02-08 13:34:31, 0.203153, 0.277857, 2.07999, -0.27321599999999996, 90.7978, 26.8639, 227.94299999999998, 122.338
2020-02-08 13:34:33, 0.20205399999999998, 0.27579000000000004, 2.52577, 0.38263800000000003, 90.773, 26.8603, 223.486, 121.338
2020-02-08 13:34:34, 0.203595, 0.27810100000000004, 2.49742, 0.054711, 90.8424, 26.8616, 244.90400000000002, 121.664
2020-02-08 13:34:35, 0.201889, 0.276363, 2.2919400000000003, 0.710565, 90.6664, 26.8603, 239.196, 122.0
2020-02-08 13:34:36, 0.203646, 0.277887, 2.5709400000000002, 0.054711, 90.7608, 26.8723, 240.549, 121.338
